# x y
0.000000 0.000000
0.040008 0.115848
0.080063 0.223581
0.120210 0.323483
0.160492 0.415831
0.200950 0.500900
0.241624 0.578961
0.282552 0.650280
0.323768 0.715121
0.365307 0.773742
0.407200 0.826400
0.449477 0.873345
0.492165 0.914826
0.535291 0.951086
0.578879 0.982365
0.622950 1.008900
0.667525 1.030922
0.712622 1.048661
0.758258 1.062340
0.804446 1.072181
0.851200 1.078400
0.898530 1.081211
0.946444 1.080823
0.994949 1.077441
1.044050 1.071268
1.093750 1.062500
1.144050 1.051332
1.194949 1.037953
1.246444 1.022551
1.298530 1.005307
1.351200 0.986400
1.404446 0.966005
1.458258 0.944292
1.512622 0.921429
1.567525 0.897578
1.622950 0.872900
1.678879 0.847549
1.735291 0.821678
1.792165 0.795434
1.849477 0.768961
1.907200 0.742400
1.965307 0.715886
2.023768 0.689553
2.082552 0.663528
2.141624 0.637937
2.200950 0.612900
2.260492 0.588535
2.320210 0.564955
2.380063 0.542269
2.440008 0.520584
2.500000 0.500000
2.559992 0.480616
2.619935 0.462525
2.679778 0.445819
2.739468 0.430583
2.798950 0.416900
2.858168 0.404849
2.917064 0.394504
2.975576 0.385937
3.033643 0.379214
3.091200 0.374400
3.148181 0.371553
3.204517 0.370730
3.260139 0.371982
3.314975 0.375357
3.368950 0.380900
3.421989 0.388650
3.474014 0.398645
3.524946 0.410916
3.574702 0.425493
3.623200 0.442400
3.670354 0.461659
3.716076 0.483287
3.760277 0.507297
3.802866 0.533700
3.843750 0.562500
3.882834 0.593700
3.920021 0.627297
3.955212 0.663287
3.988306 0.701659
4.019200 0.742400
4.047790 0.785493
4.073970 0.830916
4.097630 0.878645
4.118661 0.928650
4.136950 0.980900
4.152383 1.035357
4.164843 1.091982
4.174213 1.150730
4.180373 1.211553
4.183200 1.274400
4.182571 1.339214
4.178360 1.405937
4.170440 1.474504
4.158680 1.544849
4.142950 1.616900
4.123116 1.690583
4.099042 1.765819
4.070591 1.842525
4.037624 1.920616


0.000000 0.000000
1.000000 3.000000
2.000000 -1.000000
4.000000 2.000000
5.000000 0.000000
