# x y z
-12.566371 -12.566371 -0.049575
-12.566371 -12.063716 -0.056837
-12.566371 -11.561061 -0.057358
-12.566371 -11.058406 -0.051254
-12.566371 -10.555751 -0.039419
-12.566371 -10.053096 -0.023328
-12.566371 -9.550442 -0.004793
-12.566371 -9.047787 0.014298
-12.566371 -8.545132 0.032210
-12.566371 -8.042477 0.047534
-12.566371 -7.539822 0.059298
-12.566371 -7.037168 0.067000
-12.566371 -6.534513 0.070577
-12.566371 -6.031858 0.070338
-12.566371 -5.529203 0.066855
-12.566371 -5.026548 0.060865
-12.566371 -4.523893 0.053160
-12.566371 -4.021239 0.044512
-12.566371 -3.518584 0.035611
-12.566371 -3.015929 0.027030
-12.566371 -2.513274 0.019219
-12.566371 -2.010619 0.012506
-12.566371 -1.507964 0.007114
-12.566371 -1.005310 0.003184
-12.566371 -0.502655 0.000799
-12.566371 0.000000 -0.000000
-12.566371 0.502655 0.000799
-12.566371 1.005310 0.003184
-12.566371 1.507964 0.007114
-12.566371 2.010619 0.012506
-12.566371 2.513274 0.019219
-12.566371 3.015929 0.027030
-12.566371 3.518584 0.035611
-12.566371 4.021239 0.044512
-12.566371 4.523893 0.053160
-12.566371 5.026548 0.060865
-12.566371 5.529203 0.066855
-12.566371 6.031858 0.070338
-12.566371 6.534513 0.070577
-12.566371 7.037168 0.067000
-12.566371 7.539822 0.059298
-12.566371 8.042477 0.047534
-12.566371 8.545132 0.032210
-12.566371 9.047787 0.014298
-12.566371 9.550442 -0.004793
-12.566371 10.053096 -0.023328
-12.566371 10.555751 -0.039419
-12.566371 11.058406 -0.051254
-12.566371 11.561061 -0.057358
-12.566371 12.063716 -0.056837

-12.063716 -12.566371 -0.056837
-12.063716 -12.063716 -0.057226
-12.063716 -11.561061 -0.050394
-12.063716 -11.058406 -0.037334
-12.063716 -10.555751 -0.019737
-12.063716 -10.053096 0.000288
-12.063716 -9.550442 0.020535
-12.063716 -9.047787 0.038979
-12.063716 -8.545132 0.053998
-12.063716 -8.042477 0.064511
-12.063716 -7.539822 0.070015
-12.063716 -7.037168 0.070558
-12.063716 -6.534513 0.066631
-12.063716 -6.031858 0.059045
-12.063716 -5.529203 0.048781
-12.063716 -5.026548 0.036862
-12.063716 -4.523893 0.024244
-12.063716 -4.021239 0.011744
-12.063716 -3.518584 -0.000000
-12.063716 -3.015929 -0.010535
-12.063716 -2.513274 -0.019576
-12.063716 -2.010619 -0.026978
-12.063716 -1.507964 -0.032694
-12.063716 -1.005310 -0.036735
-12.063716 -0.502655 -0.039138
-12.063716 0.000000 -0.039934
-12.063716 0.502655 -0.039138
-12.063716 1.005310 -0.036735
-12.063716 1.507964 -0.032694
-12.063716 2.010619 -0.026978
-12.063716 2.513274 -0.019576
-12.063716 3.015929 -0.010535
-12.063716 3.518584 -0.000000
-12.063716 4.021239 0.011744
-12.063716 4.523893 0.024244
-12.063716 5.026548 0.036862
-12.063716 5.529203 0.048781
-12.063716 6.031858 0.059045
-12.063716 6.534513 0.066631
-12.063716 7.037168 0.070558
-12.063716 7.539822 0.070015
-12.063716 8.042477 0.064511
-12.063716 8.545132 0.053998
-12.063716 9.047787 0.038979
-12.063716 9.550442 0.020535
-12.063716 10.053096 0.000288
-12.063716 10.555751 -0.019737
-12.063716 11.058406 -0.037334
-12.063716 11.561061 -0.050394
-12.063716 12.063716 -0.057226

-11.561061 -12.566371 -0.057358
-11.561061 -12.063716 -0.050394
-11.561061 -11.561061 -0.036617
-11.561061 -11.058406 -0.017896
-11.561061 -10.555751 0.003375
-11.561061 -10.053096 0.024652
-11.561061 -9.550442 0.043586
-11.561061 -9.047787 0.058303
-11.561061 -8.545132 0.067580
-11.561061 -8.042477 0.070903
-11.561061 -7.539822 0.068430
-11.561061 -7.037168 0.060865
-11.561061 -6.534513 0.049290
-11.561061 -6.031858 0.034978
-11.561061 -5.529203 0.019219
-11.561061 -5.026548 0.003184
-11.561061 -4.523893 -0.012174
-11.561061 -4.021239 -0.026158
-11.561061 -3.518584 -0.038339
-11.561061 -3.015929 -0.048522
-11.561061 -2.513274 -0.056698
-11.561061 -2.010619 -0.062987
-11.561061 -1.507964 -0.067578
-11.561061 -1.005310 -0.070675
-11.561061 -0.502655 -0.072453
-11.561061 0.000000 -0.073032
-11.561061 0.502655 -0.072453
-11.561061 1.005310 -0.070675
-11.561061 1.507964 -0.067578
-11.561061 2.010619 -0.062987
-11.561061 2.513274 -0.056698
-11.561061 3.015929 -0.048522
-11.561061 3.518584 -0.038339
-11.561061 4.021239 -0.026158
-11.561061 4.523893 -0.012174
-11.561061 5.026548 0.003184
-11.561061 5.529203 0.019219
-11.561061 6.031858 0.034978
-11.561061 6.534513 0.049290
-11.561061 7.037168 0.060865
-11.561061 7.539822 0.068430
-11.561061 8.042477 0.070903
-11.561061 8.545132 0.067580
-11.561061 9.047787 0.058303
-11.561061 9.550442 0.043586
-11.561061 10.053096 0.024652
-11.561061 10.555751 0.003375
-11.561061 11.058406 -0.017896
-11.561061 11.561061 -0.036617
-11.561061 12.063716 -0.050394

-11.058406 -12.566371 -0.051254
-11.058406 -12.063716 -0.037334
-11.058406 -11.561061 -0.017896
-11.058406 -11.058406 0.004410
-11.058406 -10.555751 0.026691
-11.058406 -10.053096 0.046241
