0.000000 0.000000
0.040592 0.081184
0.082336 0.164671
0.125186 0.250365
0.169096 0.338166
0.214019 0.427975
0.259911 0.519692
0.306728 0.613216
0.354427 0.708444
0.402965 0.805274
0.452300 0.903600
0.502391 1.003318
0.553198 1.104323
0.604681 1.206506
0.656800 1.309759
0.709519 1.413975
0.762798 1.519043
0.816602 1.624851
0.870893 1.731289
0.925638 1.838243
0.980800 1.945600
1.036346 2.053245
1.092244 2.161062
1.148459 2.268934
1.204961 2.376745
1.261719 2.484375
1.318701 2.591705
1.375879 2.698614
1.433224 2.804982
1.490706 2.910685
1.548300 3.015600
1.605978 3.119603
1.663713 3.222569
1.721482 3.324371
1.779258 3.424883
1.837019 3.523975
1.894740 3.621519
1.952401 3.717386
2.009978 3.811443
2.067451 3.903558
2.124800 3.993600
2.182005 4.081434
2.239047 4.166924
2.295908 4.249936
2.352571 4.330332
2.409019 4.407975
2.465236 4.482726
2.521206 4.554445
2.576916 4.622991
2.632352 4.688224
2.687500 4.750000
2.742348 4.808176
2.796884 4.862607
2.851098 4.913149
2.904980 4.959654
2.958519 5.001975
3.011707 5.039964
3.064536 5.073472
3.116999 5.102348
3.169089 5.126442
3.220800 5.145600
3.272127 5.159670
3.323066 5.168499
3.373613 5.171930
3.423764 5.169807
3.473519 5.161975
3.522874 5.148275
3.571830 5.128547
3.620385 5.102633
3.668542 5.070371
3.716300 5.031600
3.763662 4.986157
3.810632 4.933878
3.857211 4.874598
3.903405 4.808153
3.949219 4.734375
3.994657 4.653097
4.039727 4.564150
4.084436 4.467366
4.128790 4.362573
4.172800 4.249600
4.216474 4.128275
4.259821 3.998425
4.302854 3.859875
4.345582 3.712451
4.388019 3.555975
4.430176 3.390271
4.472069 3.215162
4.513710 3.030467
4.555115 2.836006
4.596300 2.631600
4.637281 2.417066
4.678075 2.192220
4.718700 1.956880
4.759175 1.710860
4.799519 1.453975
4.839752 1.186038
4.879894 0.906861
4.919968 0.616255
4.959996 0.314032


0.000000 0.000000
1.000000 2.000000
3.000000 6.000000
4.000000 8.000000
5.000000 0.000000
